시청률,월,일,시,분
0.0145,7,9,8,20
0.0167,7,9,8,40
0.01795,7,9,9,0
0.0233,7,9,9,20
0.0,7,9,9,40
0.0062,7,9,10,0
0.03165,7,9,10,20
0.0954,7,9,10,40
0.05065,7,9,11,0
0.011000000000000001,7,9,11,20
0.0126,7,9,11,40
0.011000000000000001,7,9,12,0
0.0124,7,9,12,20
0.0141,7,9,12,40
0.00935,7,9,13,0
0.0,7,9,13,20
0.0,7,9,13,40
0.0,7,9,14,0
0.00505,7,9,14,20
0.0,7,9,14,40
0.00215,7,9,15,0
0.0,7,9,15,20
0.0023,7,9,15,40
0.00075,7,9,16,0
0.00285,7,9,16,20
0.00145,7,9,16,40
0.0,7,9,17,0
0.0026,7,9,17,20
0.00055,7,9,17,40
0.0008,7,9,18,0
0.0008,7,9,18,20
0.00345,7,9,18,40
0.0,7,9,19,0
0.0024,7,9,19,20
0.0064,7,9,19,40
0.00165,7,9,20,0
0.0011,7,9,20,20
0.0,7,9,20,40
0.00625,7,9,21,0
0.0,7,9,21,20
0.0,7,9,21,40
0.00045,7,9,22,0
0.0171,7,9,22,20
0.01015,7,9,22,40
0.0,7,9,23,0
0.00355,7,9,23,20
0.0012,7,9,23,40
0.0024,7,9,0,0
0.0,7,9,0,20
0.00385,7,9,0,40
0.00095,7,9,1,0
0.0,7,9,1,20
0.00105,7,9,1,40
0.0,7,9,2,0
0.0,7,10,2,20
0.0,7,10,2,40
0.0,7,10,3,0
0.00055,7,10,3,20
0.0,7,10,3,40
0.0132,7,10,4,0
0.0018,7,10,4,20
0.01,7,10,4,40
0.0,7,10,5,0
0.0,7,10,5,20
0.0,7,10,5,40
0.001,7,10,6,0
0.0016,7,10,6,20
0.0,7,10,6,40
0.0,7,10,7,0
0.00025,7,10,7,20
0.00025,7,10,7,40
0.0,7,10,8,0
0.0038,7,10,8,20
0.0,7,10,8,40
0.0,7,10,9,0
0.0,7,10,9,20
0.00095,7,10,9,40
0.0,7,10,10,0
0.0008,7,10,10,20
0.00055,7,10,10,40
0.0064,7,10,11,0
0.00845,7,10,11,20
0.0026,7,10,11,40
0.0,7,10,12,0
0.0009,7,10,12,20
0.0006,7,10,12,40
0.00505,7,10,13,0
0.0059,7,10,13,20
0.0,7,10,13,40
0.0,7,10,14,0
0.01015,7,10,14,20
0.0,7,10,14,40
0.0009,7,10,15,0
0.0142,7,10,15,20
0.0179,7,10,15,40
0.0173,7,10,16,0
0.0214,7,10,16,20
0.024,7,10,16,40
0.0228,7,10,17,0
0.00435,7,10,17,20
0.00365,7,10,17,40
0.0,7,10,18,0
0.0048,7,10,18,20
0.01625,7,10,18,40
0.0273,7,10,19,0
0.01055,7,10,19,20
0.0024,7,10,19,40
0.0053,7,10,20,0
0.021,7,10,20,20
0.02545,7,10,20,40
0.05825,7,10,21,0
0.0753,7,10,21,20
0.0321,7,10,21,40
0.02545,7,10,22,0
0.0016,7,10,22,20
0.0,7,10,22,40
0.0045,7,10,23,0
0.0,7,10,23,20
0.0012,7,10,23,40
0.0015,7,10,0,0
0.0086,7,10,0,20
0.0059,7,10,0,40
0.0,7,10,1,0
0.0,7,10,1,20
0.0,7,10,1,40
0.0,7,10,2,0
0.00125,7,11,2,20
0.0,7,11,2,40
0.00455,7,11,3,0
0.0039,7,11,3,20
0.00325,7,11,3,40
0.0,7,11,4,0
0.0,7,11,4,20
0.0,7,11,4,40
0.0,7,11,5,0
0.0,7,11,5,20
0.0013,7,11,5,40
0.0,7,11,6,0
0.0025,7,11,6,20
0.0,7,11,6,40
0.0,7,11,7,0
0.0006,7,11,7,20
0.0006,7,11,7,40
0.00195,7,11,8,0
0.00265,7,11,8,20
0.0,7,11,8,40
0.0039,7,11,9,0
0.0,7,11,9,20
0.00295,7,11,9,40
0.0,7,11,10,0
0.0,7,11,10,20
0.00105,7,11,10,40
0.0,7,11,11,0
0.0011,7,11,11,20
0.00765,7,11,11,40
0.017,7,11,12,0
0.017,7,11,12,20
0.0211,7,11,12,40
0.01135,7,11,13,0
0.00255,7,11,13,20
0.0008,7,11,13,40
0.00545,7,11,14,0
0.0027,7,11,14,20
0.0,7,11,14,40
0.00475,7,11,15,0
0.00565,7,11,15,20
0.0061,7,11,15,40
0.022000000000000002,7,11,16,0
0.0269,7,11,16,20
0.04,7,11,16,40
0.02285,7,11,17,0
0.0227,7,11,17,20
0.02825,7,11,17,40
0.0245,7,11,18,0
0.04215,7,11,18,20
0.03095,7,11,18,40
0.016,7,11,19,0
0.0201,7,11,19,20
0.01405,7,11,19,40
0.03005,7,11,20,0
0.038,7,11,20,20
0.038,7,11,20,40
0.04055,7,11,21,0
0.0323,7,11,21,20
0.004,7,11,21,40
0.0,7,11,22,0
0.0,7,11,22,20
0.00065,7,11,22,40
0.00215,7,11,23,0
0.0,7,11,23,20
0.0,7,11,23,40
0.0,7,11,0,0
0.0,7,11,0,20
0.00195,7,11,0,40
0.00115,7,11,1,0
0.0011,7,11,1,20
0.0,7,11,1,40
0.0,7,11,2,0
0.00125,7,12,2,20
0.0,7,12,2,40
0.0,7,12,3,0
0.0,7,12,3,20
0.0,7,12,3,40
0.0,7,12,4,0
0.0,7,12,4,20
0.00065,7,12,4,40
0.0,7,12,5,0
0.0,7,12,5,20
0.0021,7,12,5,40
0.0,7,12,6,0
0.0,7,12,6,20
0.0129,7,12,6,40
0.0,7,12,7,0
0.00025,7,12,7,20
0.0,7,12,7,40
0.0009,7,12,8,0
0.01215,7,12,8,20
0.02755,7,12,8,40
0.027000000000000003,7,12,9,0
0.0099,7,12,9,20
0.0006,7,12,9,40
0.006,7,12,10,0
0.0213,7,12,10,20
0.0004,7,12,10,40
0.00285,7,12,11,0
0.006,7,12,11,20
0.0046,7,12,11,40
0.0141,7,12,12,0
0.00275,7,12,12,20
0.0,7,12,12,40
0.00075,7,12,13,0
0.0075,7,12,13,20
0.0029,7,12,13,40
0.008,7,12,14,0
0.00825,7,12,14,20
0.01425,7,12,14,40
0.00645,7,12,15,0
0.00075,7,12,15,20
0.0,7,12,15,40
0.00585,7,12,16,0
0.0,7,12,16,20
0.0,7,12,16,40
0.0075,7,12,17,0
0.0038,7,12,17,20
0.0038,7,12,17,40
0.00455,7,12,18,0
0.0028,7,12,18,20
0.002,7,12,18,40
0.001,7,12,19,0
0.0008,7,12,19,20
0.0062,7,12,19,40
0.0081,7,12,20,0
0.0,7,12,20,20
0.0064,7,12,20,40
0.01685,7,12,21,0
0.0291,7,12,21,20
0.05345,7,12,21,40
0.0258,7,12,22,0
0.01335,7,12,22,20
0.01025,7,12,22,40
0.0036,7,12,23,0
0.0,7,12,23,20
0.00115,7,12,23,40
0.0208,7,12,0,0
0.03025,7,12,0,20
0.0008,7,12,0,40
0.0011,7,12,1,0
0.0,7,12,1,20
0.0,7,12,1,40
0.0,7,12,2,0
0.0,7,13,2,20
0.0,7,13,2,40
0.0,7,13,3,0
0.0,7,13,3,20
0.0002,7,13,3,40
0.0,7,13,4,0
0.0,7,13,4,20
0.00405,7,13,4,40
0.0,7,13,5,0
0.0,7,13,5,20
0.0,7,13,5,40
0.0,7,13,6,0
0.00035,7,13,6,20
0.0017,7,13,6,40
0.0004,7,13,7,0
0.0009,7,13,7,20
0.0016,7,13,7,40
0.0,7,13,8,0
0.0009,7,13,8,20
0.0,7,13,8,40
0.0029,7,13,9,0
0.00785,7,13,9,20
0.0052,7,13,9,40
0.03235,7,13,10,0
0.0032,7,13,10,20
0.0,7,13,10,40
0.0013,7,13,11,0
0.00325,7,13,11,20
0.00065,7,13,11,40
0.0052,7,13,12,0
0.0,7,13,12,20
0.0,7,13,12,40
0.00185,7,13,13,0
0.0021,7,13,13,20
0.0,7,13,13,40
0.0075,7,13,14,0
0.00575,7,13,14,20
0.00055,7,13,14,40
0.00505,7,13,15,0
0.0124,7,13,15,20
0.006,7,13,15,40
0.0107,7,13,16,0
0.006,7,13,16,20
0.00195,7,13,16,40
0.0026,7,13,17,0
0.0,7,13,17,20
0.0077,7,13,17,40
0.0134,7,13,18,0
0.006,7,13,18,20
0.00995,7,13,18,40
0.0056,7,13,19,0
0.0067,7,13,19,20
0.0057,7,13,19,40
0.00085,7,13,20,0
0.0,7,13,20,20
0.00065,7,13,20,40
0.0,7,13,21,0
0.00125,7,13,21,20
0.0,7,13,21,40
0.0027,7,13,22,0
0.0,7,13,22,20
0.0065,7,13,22,40
0.0006,7,13,23,0
0.0,7,13,23,20
0.0,7,13,23,40
0.0,7,13,0,0
0.0145,7,13,0,20
0.0127,7,13,0,40
0.0009,7,13,1,0
0.001,7,13,1,20
0.0,7,13,1,40
0.0008,7,13,2,0
0.0,7,14,2,20
0.0,7,14,2,40
0.0,7,14,3,0
0.0,7,14,3,20
0.00095,7,14,3,40
0.00065,7,14,4,0
0.0105,7,14,4,20
0.0069,7,14,4,40
0.0,7,14,5,0
0.0007,7,14,5,20
0.0,7,14,5,40
0.00195,7,14,6,0
0.0,7,14,6,20
0.0045,7,14,6,40
0.00225,7,14,7,0
0.0,7,14,7,20
0.00445,7,14,7,40
0.0,7,14,8,0
0.0,7,14,8,20
0.0019,7,14,8,40
0.0006,7,14,9,0
0.00495,7,14,9,20
0.013999999999999999,7,14,9,40
0.0069,7,14,10,0
0.027999999999999997,7,14,10,20
0.00455,7,14,10,40
0.001,7,14,11,0
0.0,7,14,11,20
0.00695,7,14,11,40
0.012,7,14,12,0
0.0102,7,14,12,20
0.013999999999999999,7,14,12,40
0.01495,7,14,13,0
0.0198,7,14,13,20
0.0086,7,14,13,40
0.0114,7,14,14,0
0.018000000000000002,7,14,14,20
0.01515,7,14,14,40
0.024,7,14,15,0
0.01535,7,14,15,20
0.0126,7,14,15,40
0.02265,7,14,16,0
0.00705,7,14,16,20
0.003,7,14,16,40
0.0,7,14,17,0
0.0,7,14,17,20
0.0075,7,14,17,40
0.0031,7,14,18,0
0.0055,7,14,18,20
0.00385,7,14,18,40
0.0,7,14,19,0
0.0006,7,14,19,20
0.0,7,14,19,40
0.0,7,14,20,0
0.0024,7,14,20,20
0.0016,7,14,20,40
0.0021,7,14,21,0
0.008,7,14,21,20
0.0015,7,14,21,40
0.00095,7,14,22,0
0.0035,7,14,22,20
0.0,7,14,22,40
0.0422,7,14,23,0
0.025,7,14,23,20
0.02725,7,14,23,40
0.02715,7,14,0,0
0.02375,7,14,0,20
0.00085,7,14,0,40
0.00765,7,14,1,0
0.0039,7,14,1,20
0.00045,7,14,1,40
0.0,7,14,2,0
0.0,7,15,2,20
0.0008,7,15,2,40
0.0,7,15,3,0
0.0,7,15,3,20
0.0,7,15,3,40
0.0,7,15,4,0
0.0,7,15,4,20
0.0,7,15,4,40
0.0,7,15,5,0
0.0,7,15,5,20
0.0,7,15,5,40
0.00585,7,15,6,0
0.0,7,15,6,20
0.0,7,15,6,40
0.0,7,15,7,0
0.0,7,15,7,20
0.00775,7,15,7,40
0.04065,7,15,8,0
0.0178,7,15,8,20
0.0,7,15,8,40
0.00585,7,15,9,0
0.0017,7,15,9,20
0.0011,7,15,9,40
0.0033,7,15,10,0
0.0,7,15,10,20
0.0,7,15,10,40
0.0,7,15,11,0
0.0,7,15,11,20
0.00045,7,15,11,40
0.00875,7,15,12,0
0.00325,7,15,12,20
0.0,7,15,12,40
0.00155,7,15,13,0
0.0011,7,15,13,20
0.0051,7,15,13,40
0.0085,7,15,14,0
0.0014,7,15,14,20
0.01335,7,15,14,40
0.0161,7,15,15,0
0.01615,7,15,15,20
0.00875,7,15,15,40
0.00625,7,15,16,0
0.01235,7,15,16,20
0.02255,7,15,16,40
0.01515,7,15,17,0
0.0085,7,15,17,20
0.01555,7,15,17,40
0.01805,7,15,18,0
0.0122,7,15,18,20
0.0039,7,15,18,40
0.00575,7,15,19,0
0.0049,7,15,19,20
0.0062,7,15,19,40
0.00315,7,15,20,0
0.0,7,15,20,20
0.0111,7,15,20,40
0.0,7,15,21,0
0.0009,7,15,21,20
0.0,7,15,21,40
0.0,7,15,22,0
0.002,7,15,22,20
0.0,7,15,22,40
0.0,7,15,23,0
0.0,7,15,23,20
0.00695,7,15,23,40
0.00095,7,15,0,0
0.0006,7,15,0,20
0.009000000000000001,7,15,0,40
0.0009,7,15,1,0
0.0,7,15,1,20
0.0216,7,15,1,40
0.0,7,15,2,0
0.0264,7,16,2,20
0.024,7,16,2,40
0.024,7,16,3,0
0.024,7,16,3,20
0.059000000000000004,7,16,3,40
0.0,7,16,4,0
0.0,7,16,4,20
0.0,7,16,4,40
0.0009,7,16,5,0
0.00315,7,16,5,20
0.001,7,16,5,40
0.0036,7,16,6,0
0.0,7,16,6,20
0.005,7,16,6,40
0.00095,7,16,7,0
0.0006,7,16,7,20
0.0,7,16,7,40
0.0021,7,16,8,0
0.0008,7,16,8,20
0.0,7,16,8,40
0.0024,7,16,9,0
0.01675,7,16,9,20
0.0011,7,16,9,40
0.0016,7,16,10,0
0.0035,7,16,10,20
0.0032,7,16,10,40
0.0,7,16,11,0
0.00935,7,16,11,20
0.0,7,16,11,40
0.0016,7,16,12,0
0.0,7,16,12,20
0.0025,7,16,12,40
0.0086,7,16,13,0
0.0,7,16,13,20
0.0008,7,16,13,40
0.0021,7,16,14,0
0.0028,7,16,14,20
0.0057,7,16,14,40
0.0,7,16,15,0
0.00595,7,16,15,20
0.0421,7,16,15,40
0.00865,7,16,16,0
0.0,7,16,16,20
0.00805,7,16,16,40
0.0155,7,16,17,0
0.0,7,16,17,20
0.0022,7,16,17,40
0.00055,7,16,18,0
0.0,7,16,18,20
0.0,7,16,18,40
0.0,7,16,19,0
0.0072,7,16,19,20
0.00685,7,16,19,40
0.0015,7,16,20,0
0.001,7,16,20,20
0.01285,7,16,20,40
0.0,7,16,21,0
0.0,7,16,21,20
0.0016,7,16,21,40
0.0004,7,16,22,0
0.00085,7,16,22,20
0.0034,7,16,22,40
0.0,7,16,23,0
0.0,7,16,23,20
0.0011,7,16,23,40
0.00245,7,16,0,0
0.0023,7,16,0,20
0.0,7,16,0,40
0.0,7,16,1,0
0.0,7,16,1,20
0.0014,7,16,1,40
0.024,7,16,2,0
0.0006,7,17,2,20
0.0,7,17,2,40
0.0,7,17,3,0
0.0009,7,17,3,20
0.00075,7,17,3,40
0.0,7,17,4,0
0.0,7,17,4,20
0.0027,7,17,4,40
0.0,7,17,5,0
0.0,7,17,5,20
0.0005,7,17,5,40
0.0,7,17,6,0
0.0,7,17,6,20
0.00325,7,17,6,40
0.002,7,17,7,0
0.00035,7,17,7,20
0.0004,7,17,7,40
0.0011,7,17,8,0
0.0013,7,17,8,20
0.002,7,17,8,40
0.0111,7,17,9,0
0.0245,7,17,9,20
0.0154,7,17,9,40
0.01715,7,17,10,0
0.0165,7,17,10,20
0.0034,7,17,10,40
0.0,7,17,11,0
0.00085,7,17,11,20
0.0018,7,17,11,40
0.0014,7,17,12,0
0.0,7,17,12,20
0.0124,7,17,12,40
0.00445,7,17,13,0
0.0076,7,17,13,20
0.0,7,17,13,40
0.00335,7,17,14,0
0.01515,7,17,14,20
0.0108,7,17,14,40
0.00195,7,17,15,0
0.002,7,17,15,20
0.0,7,17,15,40
0.0018,7,17,16,0
0.0,7,17,16,20
0.00315,7,17,16,40
0.004,7,17,17,0
0.0086,7,17,17,20
0.00285,7,17,17,40
0.00115,7,17,18,0
0.00095,7,17,18,20
0.00055,7,17,18,40
0.00195,7,17,19,0
0.0019,7,17,19,20
0.00075,7,17,19,40
0.0,7,17,20,0
0.01875,7,17,20,20
0.0009,7,17,20,40
0.0104,7,17,21,0
0.0126,7,17,21,20
0.00675,7,17,21,40
0.00195,7,17,22,0
0.00175,7,17,22,20
0.00635,7,17,22,40
0.00485,7,17,23,0
0.01315,7,17,23,20
0.0266,7,17,23,40
0.00335,7,17,0,0
0.00485,7,17,0,20
0.0013,7,17,0,40
0.0,7,17,1,0
0.00605,7,17,1,20
0.0054,7,17,1,40
0.0,7,17,2,0
0.0,7,18,2,20
0.0,7,18,2,40
0.0,7,18,3,0
0.0,7,18,3,20
0.0,7,18,3,40
0.0,7,18,4,0
0.0,7,18,4,20
0.0019,7,18,4,40
0.0,7,18,5,0
0.0,7,18,5,20
0.0014,7,18,5,40
0.0,7,18,6,0
0.0,7,18,6,20
0.0042,7,18,6,40
0.0,7,18,7,0
0.0124,7,18,7,20
0.00095,7,18,7,40
0.0018,7,18,8,0
0.00225,7,18,8,20
0.0,7,18,8,40
0.0011,7,18,9,0
0.0017,7,18,9,20
0.01755,7,18,9,40
0.00425,7,18,10,0
0.00895,7,18,10,20
0.0,7,18,10,40
0.0,7,18,11,0
0.0,7,18,11,20
0.0,7,18,11,40
0.0018,7,18,12,0
0.0,7,18,12,20
0.0004,7,18,12,40
0.00095,7,18,13,0
0.00495,7,18,13,20
0.0,7,18,13,40
0.0,7,18,14,0
0.00035,7,18,14,20
0.0076,7,18,14,40
0.0108,7,18,15,0
0.0144,7,18,15,20
0.01,7,18,15,40
0.0,7,18,16,0
0.0,7,18,16,20
0.0021,7,18,16,40
0.0,7,18,17,0
0.0,7,18,17,20
0.0,7,18,17,40
0.0,7,18,18,0
0.0039,7,18,18,20
0.003,7,18,18,40
0.006,7,18,19,0
0.006,7,18,19,20
0.0067,7,18,19,40
0.006,7,18,20,0
0.00965,7,18,20,20
0.0093,7,18,20,40
0.00635,7,18,21,0
0.00665,7,18,21,20
0.0036,7,18,21,40
0.00085,7,18,22,0
0.0,7,18,22,20
0.0009,7,18,22,40
0.00525,7,18,23,0
0.0019,7,18,23,20
0.0011,7,18,23,40
0.0042,7,18,0,0
0.0,7,18,0,20
0.0,7,18,0,40
0.0,7,18,1,0
0.0098,7,18,1,20
0.0,7,18,1,40
0.00675,7,18,2,0
0.00085,7,19,2,20
0.0,7,19,2,40
0.0,7,19,3,0
0.01715,7,19,3,20
0.01225,7,19,3,40
0.0011,7,19,4,0
0.0,7,19,4,20
0.0,7,19,4,40
0.0,7,19,5,0
0.0,7,19,5,20
0.0,7,19,5,40
0.0007,7,19,6,0
0.0018,7,19,6,20
0.0,7,19,6,40
0.0016,7,19,7,0
0.0,7,19,7,20
0.00595,7,19,7,40
0.00235,7,19,8,0
0.0041,7,19,8,20
0.00175,7,19,8,40
0.00205,7,19,9,0
0.00185,7,19,9,20
0.00105,7,19,9,40
0.0,7,19,10,0
0.0072,7,19,10,20
0.0174,7,19,10,40
0.005,7,19,11,0
0.00255,7,19,11,20
0.0,7,19,11,40
0.0,7,19,12,0
0.0009,7,19,12,20
0.0021,7,19,12,40
0.0,7,19,13,0
0.0009,7,19,13,20
0.0008,7,19,13,40
0.0014,7,19,14,0
0.00155,7,19,14,20
0.001,7,19,14,40
0.0144,7,19,15,0
0.0134,7,19,15,20
0.00145,7,19,15,40
0.0046,7,19,16,0
0.0123,7,19,16,20
0.032,7,19,16,40
0.0355,7,19,17,0
0.032,7,19,17,20
0.00645,7,19,17,40
0.0021,7,19,18,0
0.0015,7,19,18,20
0.00125,7,19,18,40
0.0,7,19,19,0
0.0,7,19,19,20
0.00535,7,19,19,40
0.00095,7,19,20,0
0.0,7,19,20,20
0.0012,7,19,20,40
0.0,7,19,21,0
0.00065,7,19,21,20
0.00225,7,19,21,40
0.0076,7,19,22,0
0.0,7,19,22,20
0.0014,7,19,22,40
0.02325,7,19,23,0
0.0028,7,19,23,20
0.0,7,19,23,40
0.002,7,19,0,0
0.0,7,19,0,20
0.01545,7,19,0,40
0.0069,7,19,1,0
0.00195,7,19,1,20
0.0024,7,19,1,40
0.0014,7,19,2,0
0.0021,7,20,2,20
0.0,7,20,2,40
0.0,7,20,3,0
0.0,7,20,3,20
0.0,7,20,3,40
0.0,7,20,4,0
0.0,7,20,4,20
0.0102,7,20,4,40
0.0,7,20,5,0
0.0,7,20,5,20
0.0,7,20,5,40
0.00135,7,20,6,0
0.0,7,20,6,20
0.004,7,20,6,40
0.00555,7,20,7,0
0.00875,7,20,7,20
0.0,7,20,7,40
0.0036,7,20,8,0
0.0177,7,20,8,20
0.0014,7,20,8,40
0.0049,7,20,9,0
0.0,7,20,9,20
0.0,7,20,9,40
0.0098,7,20,10,0
0.02105,7,20,10,20
0.01355,7,20,10,40
0.0,7,20,11,0
0.0,7,20,11,20
0.0,7,20,11,40
0.00385,7,20,12,0
0.00035,7,20,12,20
0.0,7,20,12,40
0.0,7,20,13,0
0.0,7,20,13,20
0.0005,7,20,13,40
0.00805,7,20,14,0
0.0,7,20,14,20
0.0077,7,20,14,40
0.0202,7,20,15,0
0.0027,7,20,15,20
0.00515,7,20,15,40
0.00395,7,20,16,0
0.0,7,20,16,20
0.0015,7,20,16,40
0.0,7,20,17,0
0.0009,7,20,17,20
0.0038,7,20,17,40
0.00525,7,20,18,0
0.015,7,20,18,20
0.01535,7,20,18,40
0.0111,7,20,19,0
0.0012,7,20,19,20
0.0,7,20,19,40
0.0036,7,20,20,0
0.00245,7,20,20,20
0.00615,7,20,20,40
0.00185,7,20,21,0
0.0006,7,20,21,20
0.0009,7,20,21,40
0.00245,7,20,22,0
0.0021,7,20,22,20
0.00265,7,20,22,40
0.0018,7,20,23,0
0.0,7,20,23,20
0.0098,7,20,23,40
0.01735,7,20,0,0
0.0051,7,20,0,20
0.0029,7,20,0,40
0.0081,7,20,1,0
0.00085,7,20,1,20
0.0,7,20,1,40
0.0,7,20,2,0
0.0,7,21,2,20
0.0005,7,21,2,40
0.0051,7,21,3,0
0.00085,7,21,3,20
0.0,7,21,3,40
0.0006,7,21,4,0
0.00135,7,21,4,20
0.0,7,21,4,40
0.01085,7,21,5,0
0.0,7,21,5,20
0.0013,7,21,5,40
0.0,7,21,6,0
0.0009,7,21,6,20
0.0006,7,21,6,40
0.00045,7,21,7,0
0.0,7,21,7,20
0.0078,7,21,7,40
0.0141,7,21,8,0
0.00435,7,21,8,20
0.0,7,21,8,40
0.0037,7,21,9,0
0.0,7,21,9,20
0.004,7,21,9,40
0.0244,7,21,10,0
0.03215,7,21,10,20
0.02555,7,21,10,40
0.0,7,21,11,0
0.0,7,21,11,20
0.0,7,21,11,40
0.0038,7,21,12,0
0.00185,7,21,12,20
0.0,7,21,12,40
0.0293,7,21,13,0
0.00055,7,21,13,20
0.00585,7,21,13,40
0.0005,7,21,14,0
0.005,7,21,14,20
0.0081,7,21,14,40
0.02855,7,21,15,0
0.02545,7,21,15,20
0.0166,7,21,15,40
0.0214,7,21,16,0
0.0097,7,21,16,20
0.0007,7,21,16,40
0.0019,7,21,17,0
0.01285,7,21,17,20
0.00875,7,21,17,40
0.0016,7,21,18,0
0.0015,7,21,18,20
0.00115,7,21,18,40
0.0136,7,21,19,0
0.00945,7,21,19,20
0.0044,7,21,19,40
0.0015,7,21,20,0
0.0081,7,21,20,20
0.0111,7,21,20,40
0.0,7,21,21,0
0.0018,7,21,21,20
0.0,7,21,21,40
0.0,7,21,22,0
0.0,7,21,22,20
0.0033,7,21,22,40
0.00165,7,21,23,0
0.0021,7,21,23,20
0.0015,7,21,23,40
0.0013,7,21,0,0
0.00285,7,21,0,20
0.00085,7,21,0,40
0.0,7,21,1,0
0.0,7,21,1,20
0.0,7,21,1,40
0.0,7,21,2,0
0.0,7,22,2,20
0.0102,7,22,2,40
0.0152,7,22,3,0
0.012,7,22,3,20
0.0024,7,22,3,40
0.0,7,22,4,0
0.0,7,22,4,20
0.0,7,22,4,40
0.0,7,22,5,0
0.0042,7,22,5,20
0.0,7,22,5,40
0.0,7,22,6,0
0.0022,7,22,6,20
0.0,7,22,6,40
0.002,7,22,7,0
0.00585,7,22,7,20
0.0012,7,22,7,40
0.0,7,22,8,0
0.00105,7,22,8,20
0.0026,7,22,8,40
0.0,7,22,9,0
0.0,7,22,9,20
0.0077,7,22,9,40
0.0033,7,22,10,0
0.0006,7,22,10,20
0.0,7,22,10,40
0.0027,7,22,11,0
0.0,7,22,11,20
0.0,7,22,11,40
0.006,7,22,12,0
0.00505,7,22,12,20
0.00025,7,22,12,40
0.0008,7,22,13,0
0.0144,7,22,13,20
0.0299,7,22,13,40
0.0033,7,22,14,0
0.0011,7,22,14,20
0.01275,7,22,14,40
0.0,7,22,15,0
0.00205,7,22,15,20
0.018000000000000002,7,22,15,40
0.0169,7,22,16,0
0.0,7,22,16,20
0.001,7,22,16,40
0.0,7,22,17,0
0.00205,7,22,17,20
0.00035,7,22,17,40
0.0078,7,22,18,0
0.0,7,22,18,20
0.0,7,22,18,40
0.00085,7,22,19,0
0.00405,7,22,19,20
0.0012,7,22,19,40
0.0,7,22,20,0
0.0,7,22,20,20
0.0,7,22,20,40
0.0,7,22,21,0
0.0,7,22,21,20
0.0,7,22,21,40
0.0,7,22,22,0
0.0,7,22,22,20
0.00495,7,22,22,40
0.0,7,22,23,0
0.0011,7,22,23,20
0.0,7,22,23,40
0.00045,7,22,0,0
0.00605,7,22,0,20
0.00105,7,22,0,40
0.0,7,22,1,0
0.0,7,22,1,20
0.0,7,22,1,40
0.0,7,22,2,0
0.0,7,23,2,20
0.0,7,23,2,40
0.0015,7,23,3,0
0.0,7,23,3,20
0.0,7,23,3,40
0.0,7,23,4,0
0.0,7,23,4,20
0.0024,7,23,4,40
0.0008,7,23,5,0
0.0,7,23,5,20
0.0,7,23,5,40
0.00215,7,23,6,0
0.0005,7,23,6,20
0.0014,7,23,6,40
0.0,7,23,7,0
0.0,7,23,7,20
0.0,7,23,7,40
0.0,7,23,8,0
0.0106,7,23,8,20
0.009000000000000001,7,23,8,40
0.01965,7,23,9,0
0.0,7,23,9,20
0.0,7,23,9,40
0.0,7,23,10,0
0.0,7,23,10,20
0.0012,7,23,10,40
0.0,7,23,11,0
0.0008,7,23,11,20
0.00105,7,23,11,40
0.0016,7,23,12,0
0.0,7,23,12,20
0.0,7,23,12,40
0.003,7,23,13,0
0.0018,7,23,13,20
0.0149,7,23,13,40
0.0049,7,23,14,0
0.0097,7,23,14,20
0.0019,7,23,14,40
0.00035,7,23,15,0
0.0122,7,23,15,20
0.0015,7,23,15,40
0.00705,7,23,16,0
0.0008,7,23,16,20
0.0016,7,23,16,40
0.00075,7,23,17,0
0.0052,7,23,17,20
0.0,7,23,17,40
0.0,7,23,18,0
0.0,7,23,18,20
0.01005,7,23,18,40
0.00425,7,23,19,0
0.00085,7,23,19,20
0.012,7,23,19,40
0.0024,7,23,20,0
0.0009,7,23,20,20
0.0058,7,23,20,40
0.013999999999999999,7,23,21,0
0.04435,7,23,21,20
0.0081,7,23,21,40
0.00285,7,23,22,0
0.0195,7,23,22,20
0.0062,7,23,22,40
0.0098,7,23,23,0
0.0,7,23,23,20
0.0207,7,23,23,40
0.00315,7,23,0,0
0.0,7,23,0,20
0.0008,7,23,0,40
0.0,7,23,1,0
0.0,7,23,1,20
0.0,7,23,1,40
0.0,7,23,2,0
0.008,7,24,2,20
0.008,7,24,2,40
0.008,7,24,3,0
0.008,7,24,3,20
0.008,7,24,3,40
0.008,7,24,4,0
0.008,7,24,4,20
0.00955,7,24,4,40
0.008,7,24,5,0
0.0,7,24,5,20
0.0,7,24,5,40
0.0012,7,24,6,0
0.0,7,24,6,20
0.0,7,24,6,40
0.0,7,24,7,0
0.0,7,24,7,20
0.0,7,24,7,40
0.0093,7,24,8,0
0.0014,7,24,8,20
0.0012,7,24,8,40
0.0,7,24,9,0
0.0,7,24,9,20
0.0016,7,24,9,40
0.016,7,24,10,0
0.01,7,24,10,20
0.0008,7,24,10,40
0.00605,7,24,11,0
0.00075,7,24,11,20
0.00125,7,24,11,40
0.0104,7,24,12,0
0.00715,7,24,12,20
0.03525,7,24,12,40
0.0187,7,24,13,0
0.0012,7,24,13,20
0.0008,7,24,13,40
0.0,7,24,14,0
0.0,7,24,14,20
0.0,7,24,14,40
0.0,7,24,15,0
0.0,7,24,15,20
0.0,7,24,15,40
0.0,7,24,16,0
0.00085,7,24,16,20
