朝楼,矫埃,矫没伏
7岿17老,15:00,0.00195
7岿17老,15:20,0.002
7岿17老,15:40,0
7岿17老,16:00,0.0018
7岿17老,16:20,0
7岿17老,16:40,0.00315
7岿17老,17:00,0.004
7岿17老,17:20,0.0086
7岿17老,17:40,0.00285
7岿17老,18:00,0.00115
7岿17老,18:20,0.00095
7岿17老,18:40,0.00055
7岿17老,19:00,0.00195
7岿17老,19:20,0.0019
7岿17老,19:40,0.00075
7岿17老,20:00,0
7岿17老,20:20,0.01875
7岿17老,20:40,0.0009
7岿17老,21:00,0.0104
7岿17老,21:20,0.0126
7岿17老,21:40,0.00675
7岿17老,22:00,0.00195
7岿17老,22:20,0.00175
7岿17老,22:40,0.00635
7岿17老,23:00,0.00485
7岿17老,23:20,0.01315
7岿17老,23:40,0.0266
7岿17老,0:00,0.00335
7岿17老,0:20,0.00485
7岿17老,0:40,0.0013
7岿17老,1:00,0
7岿17老,1:20,0.00605
7岿17老,1:40,0.0054
7岿17老,2:00,0
7岿18老,2:20,0
7岿18老,2:40,0
7岿18老,3:00,0
7岿18老,3:20,0
7岿18老,3:40,0
7岿18老,4:00,0
7岿18老,4:20,0
7岿18老,4:40,0.0019
7岿18老,5:00,0
7岿18老,5:20,0
7岿18老,5:40,0.0014
7岿18老,6:00,0
7岿18老,6:20,0
7岿18老,6:40,0.0042
7岿18老,7:00,0
7岿18老,7:20,0.0124
7岿18老,7:40,0.00095
7岿18老,8:00,0.0018
7岿18老,8:20,0.00225
7岿18老,8:40,0
7岿18老,9:00,0.0011
7岿18老,9:20,0.0017
7岿18老,9:40,0.01755
7岿18老,10:00,0.00425
7岿18老,10:20,0.00895
7岿18老,10:40,0
7岿18老,11:00,0
7岿18老,11:20,0
7岿18老,11:40,0
7岿18老,12:00,0.0018
7岿18老,12:20,0
7岿18老,12:40,0.0004
7岿18老,13:00,0.00095
7岿18老,13:20,0.00495
7岿18老,13:40,0
7岿18老,14:00,0
7岿18老,14:20,0.00035
7岿18老,14:40,0.0076
7岿18老,15:00,0.0108
7岿18老,15:20,0.0144
7岿18老,15:40,0.01
7岿18老,16:00,0
7岿18老,16:20,0
7岿18老,16:40,0.0021
7岿18老,17:00,0
7岿18老,17:20,0
7岿18老,17:40,0
7岿18老,18:00,0
7岿18老,18:20,0.0039
7岿18老,18:40,0.003
7岿18老,19:00,0.006
7岿18老,19:20,0.006
7岿18老,19:40,0.0067
7岿18老,20:00,0.006
7岿18老,20:20,0.00965
7岿18老,20:40,0.0093
7岿18老,21:00,0.00635
7岿18老,21:20,0.00665
7岿18老,21:40,0.0036
7岿18老,22:00,0.00085
7岿18老,22:20,0
7岿18老,22:40,0.0009
7岿18老,23:00,0.00525
7岿18老,23:20,0.0019
7岿18老,23:40,0.0011
7岿18老,0:00,0.0042
7岿18老,0:20,0
7岿18老,0:40,0
7岿18老,1:00,0
7岿18老,1:20,0.0098
7岿18老,1:40,0
7岿18老,2:00,0.00675
7岿19老,2:20,0.00085
7岿19老,2:40,0
7岿19老,3:00,0
7岿19老,3:20,0.01715
7岿19老,3:40,0.01225
7岿19老,4:00,0.0011
7岿19老,4:20,0
7岿19老,4:40,0
7岿19老,5:00,0
7岿19老,5:20,0
7岿19老,5:40,0
7岿19老,6:00,0.0007
7岿19老,6:20,0.0018
7岿19老,6:40,0
7岿19老,7:00,0.0016
7岿19老,7:20,0
7岿19老,7:40,0.00595
7岿19老,8:00,0.00235
7岿19老,8:20,0.0041
7岿19老,8:40,0.00175
7岿19老,9:00,0.00205
7岿19老,9:20,0.00185
7岿19老,9:40,0.00105
7岿19老,10:00,0
7岿19老,10:20,0.0072
7岿19老,10:40,0.0174
7岿19老,11:00,0.005
7岿19老,11:20,0.00255
7岿19老,11:40,0
7岿19老,12:00,0
7岿19老,12:20,0.0009
7岿19老,12:40,0.0021
7岿19老,13:00,0
7岿19老,13:20,0.0009
7岿19老,13:40,0.0008
7岿19老,14:00,0.0014
7岿19老,14:20,0.00155
7岿19老,14:40,0.001
7岿19老,15:00,0.0144
7岿19老,15:20,0.0134
7岿19老,15:40,0.00145
7岿19老,16:00,0.0046
7岿19老,16:20,0.0123
7岿19老,16:40,0.032
7岿19老,17:00,0.0355
7岿19老,17:20,0.032
7岿19老,17:40,0.00645
7岿19老,18:00,0.0021
7岿19老,18:20,0.0015
7岿19老,18:40,0.00125
7岿19老,19:00,0
7岿19老,19:20,0
7岿19老,19:40,0.00535
7岿19老,20:00,0.00095
7岿19老,20:20,0
7岿19老,20:40,0.0012
7岿19老,21:00,0
7岿19老,21:20,0.00065
7岿19老,21:40,0.00225
7岿19老,22:00,0.0076
7岿19老,22:20,0
7岿19老,22:40,0.0014
7岿19老,23:00,0.02325
7岿19老,23:20,0.0028
7岿19老,23:40,0
7岿19老,0:00,0.002
7岿19老,0:20,0
7岿19老,0:40,0.01545
7岿19老,1:00,0.0069
7岿19老,1:20,0.00195
7岿19老,1:40,0.0024
7岿19老,2:00,0.0014
7岿20老,2:20,0.0021
7岿20老,2:40,0
7岿20老,3:00,0
7岿20老,3:20,0
7岿20老,3:40,0
7岿20老,4:00,0
7岿20老,4:20,0
7岿20老,4:40,0.0102
7岿20老,5:00,0
7岿20老,5:20,0
7岿20老,5:40,0
7岿20老,6:00,0.00135
7岿20老,6:20,0
7岿20老,6:40,0.004
7岿20老,7:00,0.00555
7岿20老,7:20,0.00875
7岿20老,7:40,0
7岿20老,8:00,0.0036
7岿20老,8:20,0.0177
7岿20老,8:40,0.0014
7岿20老,9:00,0.0049
7岿20老,9:20,0
7岿20老,9:40,0
7岿20老,10:00,0.0098
7岿20老,10:20,0.02105
7岿20老,10:40,0.01355
7岿20老,11:00,0
7岿20老,11:20,0
7岿20老,11:40,0
7岿20老,12:00,0.00385
7岿20老,12:20,0.00035
7岿20老,12:40,0
7岿20老,13:00,0
7岿20老,13:20,0
7岿20老,13:40,0.0005
7岿20老,14:00,0.00805
7岿20老,14:20,0
7岿20老,14:40,0.0077
7岿20老,15:00,0.0202
7岿20老,15:20,0.0027
7岿20老,15:40,0.00515
7岿20老,16:00,0.00395
7岿20老,16:20,0
7岿20老,16:40,0.0015
7岿20老,17:00,0
7岿20老,17:20,0.0009
7岿20老,17:40,0.0038
7岿20老,18:00,0.00525
7岿20老,18:20,0.015
7岿20老,18:40,0.01535
7岿20老,19:00,0.0111
7岿20老,19:20,0.0012
7岿20老,19:40,0
7岿20老,20:00,0.0036
7岿20老,20:20,0.00245
7岿20老,20:40,0.00615
7岿20老,21:00,0.00185
7岿20老,21:20,0.0006
7岿20老,21:40,0.0009
7岿20老,22:00,0.00245
7岿20老,22:20,0.0021
7岿20老,22:40,0.00265
7岿20老,23:00,0.0018
7岿20老,23:20,0
7岿20老,23:40,0.0098
7岿20老,0:00,0.01735
7岿20老,0:20,0.0051
7岿20老,0:40,0.0029
7岿20老,1:00,0.0081
7岿20老,1:20,0.00085
7岿20老,1:40,0
7岿20老,2:00,0
7岿21老,2:20,0
7岿21老,2:40,0.0005
7岿21老,3:00,0.0051
7岿21老,3:20,0.00085
7岿21老,3:40,0
7岿21老,4:00,0.0006
7岿21老,4:20,0.00135
7岿21老,4:40,0
7岿21老,5:00,0.01085
7岿21老,5:20,0
7岿21老,5:40,0.0013
7岿21老,6:00,0
7岿21老,6:20,0.0009
7岿21老,6:40,0.0006
7岿21老,7:00,0.00045
7岿21老,7:20,0
7岿21老,7:40,0.0078
7岿21老,8:00,0.0141
7岿21老,8:20,0.00435
7岿21老,8:40,0
7岿21老,9:00,0.0037
7岿21老,9:20,0
7岿21老,9:40,0.004
7岿21老,10:00,0.0244
7岿21老,10:20,0.03215
7岿21老,10:40,0.02555
7岿21老,11:00,0
7岿21老,11:20,0
7岿21老,11:40,0
7岿21老,12:00,0.0038
7岿21老,12:20,0.00185
7岿21老,12:40,0
7岿21老,13:00,0.0293
7岿21老,13:20,0.00055
7岿21老,13:40,0.00585
7岿21老,14:00,0.0005
7岿21老,14:20,0.005
7岿21老,14:40,0.0081
7岿21老,15:00,0.02855
7岿21老,15:20,0.02545
7岿21老,15:40,0.0166
7岿21老,16:00,0.0214
7岿21老,16:20,0.0097
7岿21老,16:40,0.0007
7岿21老,17:00,0.0019
7岿21老,17:20,0.01285
7岿21老,17:40,0.00875
7岿21老,18:00,0.0016
7岿21老,18:20,0.0015
7岿21老,18:40,0.00115
7岿21老,19:00,0.0136
7岿21老,19:20,0.00945
7岿21老,19:40,0.0044
7岿21老,20:00,0.0015
7岿21老,20:20,0.0081
7岿21老,20:40,0.0111
7岿21老,21:00,0
7岿21老,21:20,0.0018
7岿21老,21:40,0
7岿21老,22:00,0
7岿21老,22:20,0
7岿21老,22:40,0.0033
7岿21老,23:00,0.00165
7岿21老,23:20,0.0021
7岿21老,23:40,0.0015
7岿21老,0:00,0.0013
7岿21老,0:20,0.00285
7岿21老,0:40,0.00085
7岿21老,1:00,0
7岿21老,1:20,0
7岿21老,1:40,0
7岿21老,2:00,0
7岿22老,2:20,0
7岿22老,2:40,0.0102
7岿22老,3:00,0.0152
7岿22老,3:20,0.012
7岿22老,3:40,0.0024
7岿22老,4:00,0
7岿22老,4:20,0
7岿22老,4:40,0
7岿22老,5:00,0
7岿22老,5:20,0.0042
7岿22老,5:40,0
7岿22老,6:00,0
7岿22老,6:20,0.0022
7岿22老,6:40,0
7岿22老,7:00,0.002
7岿22老,7:20,0.00585
7岿22老,7:40,0.0012
7岿22老,8:00,0
7岿22老,8:20,0.00105
7岿22老,8:40,0.0026
7岿22老,9:00,0
7岿22老,9:20,0
7岿22老,9:40,0.0077
7岿22老,10:00,0.0033
7岿22老,10:20,0.0006
7岿22老,10:40,0
7岿22老,11:00,0.0027
7岿22老,11:20,0
7岿22老,11:40,0
7岿22老,12:00,0.006
7岿22老,12:20,0.00505
7岿22老,12:40,0.00025
7岿22老,13:00,0.0008
7岿22老,13:20,0.0144
7岿22老,13:40,0.0299
7岿22老,14:00,0.0033
7岿22老,14:20,0.0011
7岿22老,14:40,0.01275
7岿22老,15:00,0
7岿22老,15:20,0.00205
7岿22老,15:40,0.018
7岿22老,16:00,0.0169
7岿22老,16:20,0
7岿22老,16:40,0.001
7岿22老,17:00,0
7岿22老,17:20,0.00205
7岿22老,17:40,0.00035
7岿22老,18:00,0.0078
7岿22老,18:20,0
7岿22老,18:40,0
7岿22老,19:00,0.00085
7岿22老,19:20,0.00405
7岿22老,19:40,0.0012
7岿22老,20:00,0
7岿22老,20:20,0
7岿22老,20:40,0
7岿22老,21:00,0
7岿22老,21:20,0
7岿22老,21:40,0
7岿22老,22:00,0
7岿22老,22:20,0
7岿22老,22:40,0.00495
7岿22老,23:00,0
7岿22老,23:20,0.0011
7岿22老,23:40,0
7岿22老,0:00,0.00045
7岿22老,0:20,0.00605
7岿22老,0:40,0.00105
7岿22老,1:00,0
7岿22老,1:20,0
7岿22老,1:40,0
7岿22老,2:00,0
7岿23老,2:20,0
7岿23老,2:40,0
7岿23老,3:00,0.0015
7岿23老,3:20,0
7岿23老,3:40,0
7岿23老,4:00,0
7岿23老,4:20,0
7岿23老,4:40,0.0024
7岿23老,5:00,0.0008
7岿23老,5:20,0
7岿23老,5:40,0
7岿23老,6:00,0.00215
7岿23老,6:20,0.0005
7岿23老,6:40,0.0014
7岿23老,7:00,0
7岿23老,7:20,0
7岿23老,7:40,0
7岿23老,8:00,0
7岿23老,8:20,0.0106
7岿23老,8:40,0.009
7岿23老,9:00,0.01965
7岿23老,9:20,0
7岿23老,9:40,0
7岿23老,10:00,0
7岿23老,10:20,0
7岿23老,10:40,0.0012
7岿23老,11:00,0
7岿23老,11:20,0.0008
7岿23老,11:40,0.00105
7岿23老,12:00,0.0016
7岿23老,12:20,0
7岿23老,12:40,0
7岿23老,13:00,0.003
7岿23老,13:20,0.0018
7岿23老,13:40,0.0149
7岿23老,14:00,0.0049
7岿23老,14:20,0.0097
7岿23老,14:40,0.0019
7岿23老,15:00,0.00035
7岿23老,15:20,0.0122
7岿23老,15:40,0.0015
7岿23老,16:00,0.00705
7岿23老,16:20,0.0008
7岿23老,16:40,0.0016
7岿23老,17:00,0.00075
7岿23老,17:20,0.0052
7岿23老,17:40,0
7岿23老,18:00,0
7岿23老,18:20,0
7岿23老,18:40,0.01005
7岿23老,19:00,0.00425
7岿23老,19:20,0.00085
7岿23老,19:40,0.012
7岿23老,20:00,0.0024
7岿23老,20:20,0.0009
7岿23老,20:40,0.0058
7岿23老,21:00,0.014
7岿23老,21:20,0.04435
7岿23老,21:40,0.0081
7岿23老,22:00,0.00285
7岿23老,22:20,0.0195
7岿23老,22:40,0.0062
7岿23老,23:00,0.0098
7岿23老,23:20,0
7岿23老,23:40,0.0207
7岿23老,0:00,0.00315
7岿23老,0:20,0
7岿23老,0:40,0.0008
7岿23老,1:00,0
7岿23老,1:20,0
7岿23老,1:40,0
7岿23老,2:00,0
7岿24老,2:20,0.008
7岿24老,2:40,0.008
7岿24老,3:00,0.008
7岿24老,3:20,0.008
7岿24老,3:40,0.008
7岿24老,4:00,0.008
7岿24老,4:20,0.008
7岿24老,4:40,0.00955
7岿24老,5:00,0.008
7岿24老,5:20,0
7岿24老,5:40,0
7岿24老,6:00,0.0012
7岿24老,6:20,0
7岿24老,6:40,0
7岿24老,7:00,0
7岿24老,7:20,0
7岿24老,7:40,0
7岿24老,8:00,0.0093
7岿24老,8:20,0.0014
7岿24老,8:40,0.0012
7岿24老,9:00,0
7岿24老,9:20,0
7岿24老,9:40,0.0016
7岿24老,10:00,0.016
7岿24老,10:20,0.01
7岿24老,10:40,0.0008
7岿24老,11:00,0.00605
7岿24老,11:20,0.00075
7岿24老,11:40,0.00125
7岿24老,12:00,0.0104
7岿24老,12:20,0.00715
7岿24老,12:40,0.03525
7岿24老,13:00,0.0187
7岿24老,13:20,0.0012
7岿24老,13:40,0.0008
7岿24老,14:00,0
7岿24老,14:20,0
7岿24老,14:40,0
7岿24老,15:00,0
7岿24老,15:20,0
7岿24老,15:40,0
7岿24老,16:00,0
7岿24老,16:20,0.00085
7岿24老,16:40,0.00085
7岿24老,17:00,0.0183
7岿24老,17:20,0.0197
7岿24老,17:40,0.01105
7岿24老,18:00,0.00675
7岿24老,18:20,0.0105
7岿24老,18:40,0.00435
7岿24老,19:00,0
7岿24老,19:20,0.003
7岿24老,19:40,0.0105
7岿24老,20:00,0.00405
7岿24老,20:20,0.0008
7岿24老,20:40,0.00525
7岿24老,21:00,0
7岿24老,21:20,0.0072
7岿24老,21:40,0.00215
7岿24老,22:00,0.0053
7岿24老,22:20,0.01355
7岿24老,22:40,0.0116
7岿24老,23:00,0.01365
7岿24老,23:20,0.0324
7岿24老,23:40,0.027
7岿24老,0:00,0.027
7岿24老,0:20,0.03555
7岿24老,0:40,0.027
7岿24老,1:00,0.027
7岿24老,1:20,0.03935
7岿24老,1:40,0.046
7岿24老,2:00,0.00605
7岿25老,2:20,0.0201
7岿25老,2:40,0.01945
7岿25老,3:00,0.0152
7岿25老,3:20,0.01235
7岿25老,3:40,0.00285
7岿25老,4:00,0
7岿25老,4:20,0
7岿25老,4:40,0
7岿25老,5:00,0
7岿25老,5:20,0
7岿25老,5:40,0
7岿25老,6:00,0.0017
7岿25老,6:20,0.00565
7岿25老,6:40,0
7岿25老,7:00,0.0014
7岿25老,7:20,0
7岿25老,7:40,0.00445
7岿25老,8:00,0
7岿25老,8:20,0.00305
7岿25老,8:40,0.00215
7岿25老,9:00,0.02005
7岿25老,9:20,0.02395
7岿25老,9:40,0.0016
7岿25老,10:00,0
7岿25老,10:20,0.0014
7岿25老,10:40,0.0209
7岿25老,11:00,0.00295
7岿25老,11:20,0.0014
7岿25老,11:40,0.0004
7岿25老,12:00,0.002
7岿25老,12:20,0
7岿25老,12:40,0.0075
7岿25老,13:00,0.00225
7岿25老,13:20,0.00055
7岿25老,13:40,0.0146
7岿25老,14:00,0.00135
7岿25老,14:20,0.0035
7岿25老,14:40,0.0232
7岿25老,15:00,0.01045
7岿25老,15:20,0.00295
7岿25老,15:40,0.0243
7岿25老,16:00,0.0072
7岿25老,16:20,0.0008
7岿25老,16:40,0.01025
7岿25老,17:00,0.05405
7岿25老,17:20,0
7岿25老,17:40,0.00645
7岿25老,18:00,0.01045
7岿25老,18:20,0.01
7岿25老,18:40,0.01
7岿25老,19:00,0.01
7岿25老,19:20,0.01
7岿25老,19:40,0.01
7岿25老,20:00,0.0265
7岿25老,20:20,0.01845
7岿25老,20:40,0.0106
7岿25老,21:00,0.00365
7岿25老,21:20,0.01725
7岿25老,21:40,0
7岿25老,22:00,0.00085
7岿25老,22:20,0
7岿25老,22:40,0.00495
7岿25老,23:00,0
7岿25老,23:20,0.00965
7岿25老,23:40,0.00075
7岿25老,0:00,0.00675
7岿25老,0:20,0.0004
7岿25老,0:40,0.00925
7岿25老,1:00,0
7岿25老,1:20,0
7岿25老,1:40,0
7岿25老,2:00,0.0198
7岿26老,2:20,0
7岿26老,2:40,0.0024
7岿26老,3:00,0
7岿26老,3:20,0
7岿26老,3:40,0
7岿26老,4:00,0
7岿26老,4:20,0
7岿26老,4:40,0.001
7岿26老,5:00,0.0042
7岿26老,5:20,0
7岿26老,5:40,0
7岿26老,6:00,0
7岿26老,6:20,0
7岿26老,6:40,0.08305
7岿26老,7:00,0.05685
7岿26老,7:20,0.0141
7岿26老,7:40,0.04395
7岿26老,8:00,0.0017
7岿26老,8:20,0.0149
7岿26老,8:40,0.00075
7岿26老,9:00,0.01955
7岿26老,9:20,0.0546
7岿26老,9:40,0.00525
7岿26老,10:00,0.0003
7岿26老,10:20,0.01525
7岿26老,10:40,0.0041
7岿26老,11:00,0.00085
7岿26老,11:20,0.0029
7岿26老,11:40,0.01235
7岿26老,12:00,0.0069
7岿26老,12:20,0.007
7岿26老,12:40,0.016
7岿26老,13:00,0.0166
7岿26老,13:20,0.01205
7岿26老,13:40,0.0165
7岿26老,14:00,0.01575
7岿26老,14:20,0.00815
7岿26老,14:40,0.01455
7岿26老,15:00,0.01505
7岿26老,15:20,0.0157
7岿26老,15:40,0.0105
7岿26老,16:00,0.00515
7岿26老,16:20,0.0088
7岿26老,16:40,0.0234
7岿26老,17:00,0.00395
7岿26老,17:20,0.0128
7岿26老,17:40,0
7岿26老,18:00,0.0078
7岿26老,18:20,0.00915
7岿26老,18:40,0.00735
7岿26老,19:00,0.0048
7岿26老,19:20,0
7岿26老,19:40,0.0006
7岿26老,20:00,0.00855
7岿26老,20:20,0.00305
7岿26老,20:40,0.0093
7岿26老,21:00,0.0005
7岿26老,21:20,0
7岿26老,21:40,0
7岿26老,22:00,0.012
7岿26老,22:20,0.0084
7岿26老,22:40,0.00735
7岿26老,23:00,0.0033
7岿26老,23:20,0.0035
7岿26老,23:40,0.0311
7岿26老,0:00,0.038
7岿26老,0:20,0.09955
7岿26老,0:40,0
7岿26老,1:00,0
7岿26老,1:20,0.00085
7岿26老,1:40,0.00065
7岿26老,2:00,0.00085
7岿27老,2:20,0.011
7岿27老,2:40,0.011
7岿27老,3:00,0.0137
7岿27老,3:20,0.0033
7岿27老,3:40,0.0002
7岿27老,4:00,0
7岿27老,4:20,0.0003
7岿27老,4:40,0
7岿27老,5:00,0
7岿27老,5:20,0
7岿27老,5:40,0
7岿27老,6:00,0
7岿27老,6:20,0
7岿27老,6:40,0.0005
7岿27老,7:00,0
7岿27老,7:20,0
7岿27老,7:40,0
7岿27老,8:00,0.0014
7岿27老,8:20,0.00285
7岿27老,8:40,0.0057
7岿27老,9:00,0.00415
7岿27老,9:20,0.0024
7岿27老,9:40,0.00105
7岿27老,10:00,0.0006
7岿27老,10:20,0
7岿27老,10:40,0.00115
7岿27老,11:00,0.0004
7岿27老,11:20,0
7岿27老,11:40,0.00065
7岿27老,12:00,0.00895
7岿27老,12:20,0.00315
7岿27老,12:40,0
7岿27老,13:00,0.0012
7岿27老,13:20,0.01
7岿27老,13:40,0.0156
7岿27老,14:00,0.0164
7岿27老,14:20,0.018
7岿27老,14:40,0.0098
7岿27老,15:00,0.009
7岿27老,15:20,0.0193
7岿27老,15:40,0.0249
7岿27老,16:00,0.0236
7岿27老,16:20,0.0065
7岿27老,16:40,0.00105
7岿27老,17:00,0.00465
7岿27老,17:20,0.0149
7岿27老,17:40,0.01195
7岿27老,18:00,0.00085
7岿27老,18:20,0.00145
7岿27老,18:40,0
7岿27老,19:00,0
7岿27老,19:20,0.0024
7岿27老,19:40,0
7岿27老,20:00,0
7岿27老,20:20,0.0049
7岿27老,20:40,0.0029
7岿27老,21:00,0.0207
7岿27老,21:20,0
7岿27老,21:40,0
7岿27老,22:00,0.002
7岿27老,22:20,0
7岿27老,22:40,0.00195
7岿27老,23:00,0
7岿27老,23:20,0.01355
7岿27老,23:40,0.0018
7岿27老,0:00,0
7岿27老,0:20,0
7岿27老,0:40,0.0046
7岿27老,1:00,0.00145
7岿27老,1:20,0.0009
7岿27老,1:40,0
7岿27老,2:00,0.0088
7岿28老,2:20,0.0081
7岿28老,2:40,0.00775
7岿28老,3:00,0.0028
7岿28老,3:20,0.002
7岿28老,3:40,0.00035
7岿28老,4:00,0.00195
7岿28老,4:20,0.02865
7岿28老,4:40,0.03005
7岿28老,5:00,0
7岿28老,5:20,0
7岿28老,5:40,0
7岿28老,6:00,0.00165
7岿28老,6:20,0
7岿28老,6:40,0
7岿28老,7:00,0.00495
7岿28老,7:20,0.01755
7岿28老,7:40,0.03325
7岿28老,8:00,0.02685
7岿28老,8:20,0.06055
7岿28老,8:40,0.0068
7岿28老,9:00,0.00085
7岿28老,9:20,0.0011
7岿28老,9:40,0.0057
7岿28老,10:00,0
7岿28老,10:20,0.00155
7岿28老,10:40,0.00415
7岿28老,11:00,0
7岿28老,11:20,0.0015
7岿28老,11:40,0.0216
7岿28老,12:00,0.036
7岿28老,12:20,0.036
7岿28老,12:40,0.0108
7岿28老,13:00,0.0118
7岿28老,13:20,0.01695
7岿28老,13:40,0.00055
7岿28老,14:00,0.0003
7岿28老,14:20,0.0033
7岿28老,14:40,0
7岿28老,15:00,0.00275
7岿28老,15:20,0.0139
7岿28老,15:40,0.02405
7岿28老,16:00,0
7岿28老,16:20,0.00135
7岿28老,16:40,0.0048
7岿28老,17:00,0.0005
7岿28老,17:20,0.03245
7岿28老,17:40,0.0186
7岿28老,18:00,0.0036
7岿28老,18:20,0.0276
7岿28老,18:40,0.00095
7岿28老,19:00,0.0135
7岿28老,19:20,0.00365
7岿28老,19:40,0.0036
7岿28老,20:00,0
7岿28老,20:20,0.0018
7岿28老,20:40,0.0009
7岿28老,21:00,0
7岿28老,21:20,0.0035
7岿28老,21:40,0
7岿28老,22:00,0
7岿28老,22:20,0.002
7岿28老,22:40,0.00035
7岿28老,23:00,0.00135
7岿28老,23:20,0.0115
7岿28老,23:40,0.00665
7岿28老,0:00,0.0202
7岿28老,0:20,0.0036
7岿28老,0:40,0.002
7岿28老,1:00,0
7岿28老,1:20,0
7岿28老,1:40,0
7岿28老,2:00,0.01285
7岿29老,2:20,0.0004
7岿29老,2:40,0
7岿29老,3:00,0.00345
7岿29老,3:20,0
7岿29老,3:40,0
7岿29老,4:00,0.00245
7岿29老,4:20,0
7岿29老,4:40,0.00035
7岿29老,5:00,0
7岿29老,5:20,0
7岿29老,5:40,0
7岿29老,6:00,0
7岿29老,6:20,0.00215
7岿29老,6:40,0
7岿29老,7:00,0.0032
7岿29老,7:20,0.01495
7岿29老,7:40,0.0119
7岿29老,8:00,0.00065
7岿29老,8:20,0.002
7岿29老,8:40,0
7岿29老,9:00,0.00085
7岿29老,9:20,0.00295
7岿29老,9:40,0
7岿29老,10:00,0.0023
7岿29老,10:20,0.00125
7岿29老,10:40,0.001
7岿29老,11:00,0.00255
7岿29老,11:20,0.00305
7岿29老,11:40,0.00765
7岿29老,12:00,0.00045
7岿29老,12:20,0.00405
7岿29老,12:40,0.00115
7岿29老,13:00,0.02445
7岿29老,13:20,0.0281
7岿29老,13:40,0.023
7岿29老,14:00,0.02915
7岿29老,14:20,0.02615
7岿29老,14:40,0.02315
7岿29老,15:00,0.0278
7岿29老,15:20,0.0249
7岿29老,15:40,0.02145
7岿29老,16:00,0.00065
7岿29老,16:20,0.0059
7岿29老,16:40,0
7岿29老,17:00,0.00115
7岿29老,17:20,0.0006
7岿29老,17:40,0
7岿29老,18:00,0
7岿29老,18:20,0.0016
7岿29老,18:40,0
7岿29老,19:00,0.0027
7岿29老,19:20,0.0005
7岿29老,19:40,0
7岿29老,20:00,0.0022
7岿29老,20:20,0.0085
7岿29老,20:40,0.0021
7岿29老,21:00,0
7岿29老,21:20,0.0035
7岿29老,21:40,0
7岿29老,22:00,0.0059
7岿29老,22:20,0.00155
7岿29老,22:40,0.0046
7岿29老,23:00,0
7岿29老,23:20,0.0006
7岿29老,23:40,0.001
7岿29老,0:00,0.0101
7岿29老,0:20,0.01445
7岿29老,0:40,0.0004
7岿29老,1:00,0.0034
7岿29老,1:20,0.0021
7岿29老,1:40,0.001
7岿29老,2:00,0
7岿30老,2:20,0.0015
7岿30老,2:40,0.00035
7岿30老,3:00,0
7岿30老,3:20,0
7岿30老,3:40,0
7岿30老,4:00,0
7岿30老,4:20,0
7岿30老,4:40,0
7岿30老,5:00,0.00075
7岿30老,5:20,0
7岿30老,5:40,0
7岿30老,6:00,0.00065
7岿30老,6:20,0.0013
7岿30老,6:40,0.002
7岿30老,7:00,0.00175
7岿30老,7:20,0.0012
7岿30老,7:40,0.0048
7岿30老,8:00,0
7岿30老,8:20,0.01435
7岿30老,8:40,0.00815
7岿30老,9:00,0
7岿30老,9:20,0.00045
7岿30老,9:40,0.0029
7岿30老,10:00,0.0055
7岿30老,10:20,0.002
7岿30老,10:40,0.0006
7岿30老,11:00,0.00495
7岿30老,11:20,0.0009
7岿30老,11:40,0.0026
7岿30老,12:00,0.0086
7岿30老,12:20,0.0005
7岿30老,12:40,0.0044
7岿30老,13:00,0
7岿30老,13:20,0.00455
7岿30老,13:40,0
7岿30老,14:00,0.006
7岿30老,14:20,0.00765
7岿30老,14:40,0.014
7岿30老,15:00,0.0149
7岿30老,15:20,0.00185
7岿30老,15:40,0.0056
7岿30老,16:00,0.0048
7岿30老,16:20,0
7岿30老,16:40,0
7岿30老,17:00,0
7岿30老,17:20,0.0045
7岿30老,17:40,0.002
7岿30老,18:00,0.00575
7岿30老,18:20,0.00995
7岿30老,18:40,0.01695
7岿30老,19:00,0
7岿30老,19:20,0
7岿30老,19:40,0
7岿30老,20:00,0.01385
7岿30老,20:20,0.0048
7岿30老,20:40,0.0027
7岿30老,21:00,0.0017
7岿30老,21:20,0.00795
7岿30老,21:40,0.00325
7岿30老,22:00,0.0016
7岿30老,22:20,0
7岿30老,22:40,0.01475
7岿30老,23:00,0.00085
7岿30老,23:20,0.0024
7岿30老,23:40,0.01525
7岿30老,0:00,0.00375
7岿30老,0:20,0.0015
7岿30老,0:40,0.0592
7岿30老,1:00,0.02625
7岿30老,1:20,0.0165
7岿30老,1:40,0.02105
7岿30老,2:00,0
7岿31老,2:20,0.00525
7岿31老,2:40,0.0024
7岿31老,3:00,0.0084
7岿31老,3:20,0.00695
7岿31老,3:40,0.00645
7岿31老,4:00,0.0003
7岿31老,4:20,0
7岿31老,4:40,0.0013
7岿31老,5:00,0.0112
7岿31老,5:20,0
7岿31老,5:40,0
7岿31老,6:00,0.00165
7岿31老,6:20,0.011
7岿31老,6:40,0.011
7岿31老,7:00,0.0113
7岿31老,7:20,0.0026
7岿31老,7:40,0.0006
7岿31老,8:00,0.0037
7岿31老,8:20,0.00505
7岿31老,8:40,0
7岿31老,9:00,0.0036
7岿31老,9:20,0.00185
7岿31老,9:40,0.0244
7岿31老,10:00,0.00085
7岿31老,10:20,0
7岿31老,10:40,0.0005
7岿31老,11:00,0
